NO,시군구,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,도로명
821,경기도 화성시 향남읍 장짐리,장짐마을신성발안2차미소지움A,84.9394,202506,11,"21,000",205,9,삼천병마로297번길 15
822,경기도 안산시 상록구 이동,푸르지오2차,119.0598,202506,11,"60,800",-,10,안산천남1로 70
823,경기도 남양주시 진접읍 진벌리,신창비바패밀리,84.98,202506,11,"23,000",-,9,진벌로 85-2
824,경기도 여주시 하동,현대,59.985,202506,11,"17,500",-,19,청심로 79
825,경기도 포천시 어룡동,모아엘가리더스파크,59.2071,202506,10,"20,000",206,10,용정경제로 29
826,경기도 포천시 신북면 계류리,우신,59.76,202506,10,"5,500",-,2,청신로 1704
827,경기도 양주시 광적면 광석리,희망,43.2,202506,10,"9,200",-,3,광적로 85-18
828,경기도 시흥시 매화동,"진양101,102동",50.52,202506,9,"11,500",-,4,매화로 49
829,경기도 용인시 처인구 포곡읍 영문리,베네치아빌리지,84.8066,202506,9,"25,500",-,8,영문로 64
830,경기도 양주시 백석읍 오산리,한승리메이드,84.86,202506,9,"14,700",-,3,권율로 1455-15
831,경기도 평택시 칠괴동,우림필유,84.98,202506,8,"20,900",-,1,칠괴길 138-33
832,경기도 양주시 산북동,양주한승,84.597,202506,7,"16,000",-,2,고덕로 108-59
833,경기도 안성시 공도읍 마정리,대림한숲원,24.57,202506,6,"3,300",-,1,가족공원길 86
834,경기도 용인시 기흥구 하갈동,청명호수신안인스빌2단지,84.99,202506,6,"38,000",-,10,덕영대로 1883
835,경기도 연천군 연천읍 차탄리,원철그린빌,59.98,202506,5,"7,500",-,2,차옥로 6
836,경기도 광주시 매산동,오포대성,84.81,202506,5,"23,100",-,6,회안대로 90
837,경기도 이천시 부발읍 마암리,현광,59.74,202506,4,"11,000",-,9,무촌로 81
838,경기도 이천시 중리동,이천라온팰리스,110.0083,202506,4,"44,000",-,9,중리천로 76
839,경기도 이천시 장호원읍 노탑리,기산,84.684,202506,3,"14,200",-,14,장여로55번길 40-10
840,경기도 파주시 광탄면 신산리,동신라메르,84.977,202506,2,"18,500",-,3,큰여울길 20-21
841,경기도 포천시 신북면 가채리,거산,59.94,202506,2,"4,500",102,4,호국로 1886-76
842,경기도 용인시 처인구 이동읍 송전리,송전마을세광엔리치타워,84.636,202506,2,"31,000",-,9,경기동로705번길 28
843,경기도 남양주시 화도읍 차산리,신창현풍림아이원2차,84.991,202506,2,"30,000",-,12,수레로 1105-27
844,경기도 평택시 팽성읍 평궁리,성두,59.88,202505,31,"6,900",1,2,평궁길 76
845,경기도 연천군 연천읍 옥산리,e편한세상연천웰스하임,59.9525,202505,31,"22,000",105동,4,차옥로 149
846,경기도 용인시 처인구 양지면 양지리,양지,44.82,202505,30,"7,000",1,5,양지로143번길 7
847,경기도 남양주시 진건읍 진관리,화성타운,60,202505,30,"29,000",103,6,사릉로469번길 1
848,경기도 이천시 백사면 조읍리,한솔,59.325,202505,28,"12,000",-,14,이여로 260-8
849,경기도 광주시 삼동,힐스테이트삼동역,84.514,202505,27,"72,300",-,18,고불로 461-26
850,경기도 평택시 포승읍 방림리,반도보라빌,84.96,202505,27,"15,000",101,8,포승남로 520
851,경기도 안성시 동본동,벨라스,101.1,202505,27,"17,800",-,4,낙원길 47
852,경기도 안성시 낙원동,서광,84.56,202505,26,"15,000",-,6,장기로 95
853,경기도 동두천시 광암동,한성,44.04,202505,24,"2,600",A,2,광암로17번길 15-2
854,경기도 용인시 처인구 원삼면 좌항리,씨씨(102동),84.985,202505,24,"19,500",-,5,원양로 617
855,경기도 안성시 숭인동,동신,84.84,202505,23,"17,500",103,14,혜산로 37-24
856,경기도 양주시 백석읍 방성리,백석세아2차,58.62,202505,22,"8,500",-,10,꿈나무로 31-4
857,경기도 성남시 수정구 양지동,주원파크빌201,59.98,202505,22,"42,500",-,8,수정로 568
858,경기도 평택시 진위면 가곡리,화영그린,59.88,202505,21,"7,500",-,6,가곡5길 120-11
859,경기도 안성시 죽산면 장원리,지에프,35.5956,202505,20,"6,800",104,7,관음당길 39-8
860,경기도 이천시 부발읍 신원리,신지,57.96,202505,17,"7,800",101,4,신원로 6-30
861,경기도 안성시 대덕면 진현리,유안,59.08,202505,17,"11,500",105,9,안성맞춤대로 1654
862,경기도 평택시 가재동,우림필유,84.98,202505,14,"24,000",105,1,막곡길 11
863,경기도 광주시 초월읍 지월리,광주초월금강아미움,84.97,202505,13,"20,500",101,9,지월로55번길 24
864,경기도 이천시 증일동,이천역현대홈타운,84.95,202505,13,"42,000",-,13,구만리로 42
865,경기도 광주시 회덕동,대주파크빌,76.748,202505,10,"26,500",101,1,행정타운로 82
866,경기도 여주시 연양동,영진리버빌,84.6793,202505,9,"16,300",-,2,강변유원지길 22-35
867,경기도 여주시 세종대왕면 신지리,우찬셀레스,57.5886,202505,8,"15,000",101동,7,마장로 90
868,경기도 이천시 부발읍 가산리,기영,58.12,202505,7,"9,500",103,4,경충대로 1918-18
869,경기도 안산시 상록구 장상동,광덕,81,202505,7,"25,840",-,3,장상길 7-5
870,경기도 안성시 인지동,골든캐슬타워,24.62,202505,3,"8,300",-,4,장기로 37
871,경기도 안성시 금석동,동남,58.74,202505,2,"8,500",102,7,안성맞춤대로 1320-21
872,경기도 이천시 사음동,이천2차현진에버빌,84.344,202504,30,"26,500",202,13,경충대로2996번길 16
873,경기도 김포시 하성면 마곡리,베스트드웰,59.432,202504,30,"20,770",A동,2,애기봉로 866-12
874,경기도 수원시 팔달구 매산로1가,유엘비치나움,15.7985,202504,29,"7,700",-,12,팔달로 4-2
875,경기도 이천시 신둔면 수광리,수광엘리시움,39.99,202504,22,"12,400",101,14,경충대로3234번길 65
876,경기도 수원시 장안구 영화동,벽산,84.975,202504,18,"30,500",101,13,수성로402번길 45-2
877,경기도 이천시 호법면 유산리,이천내안애,59.97,202504,16,"17,000",101,10,중부대로 909-28
878,경기도 이천시 장호원읍 장호원리,호원베스트빌,74.69,202504,12,"16,500",1동,6,장감로77번길 25-20
879,경기도 평택시 팽성읍 객사리,향교,59.34,202504,12,"7,200",-,4,동서촌로 29
880,경기도 여주시 멱곡동,정광휴레나,59.9679,202504,9,"15,500",104,10,점곡길 10-3
881,경기도 남양주시 진건읍 신월리,동성,59.4,202504,8,"21,000",102동,7,사릉로452번길 3
882,경기도 용인시 처인구 백암면 근창리,청와,59.94,202504,5,"15,500",-,16,백원로 513
883,경기도 양주시 백석읍 홍죽리,新양주모아엘가니케,84.8365,202504,5,"30,700",101동,4,권율로 1285
884,경기도 이천시 고담동,지엠하이빌,84.8274,202504,4,"17,300",104,6,대산로247번길 50
885,경기도 화성시 송산면 육일리,포도마을코스코밸리,84.9468,202503,31,"22,000",103,3,백곡로 130
886,경기도 이천시 신둔면 남정리,한솔,84.61,202503,30,"26,000",-,9,원적로 132
887,경기도 가평군 가평읍 달전리,세대넥스빌,84.84,202503,23,"13,500",-,15,달전로 59
888,경기도 포천시 영북면 운천리,동영,84.94,202503,23,"5,500",가,3,운천안1길 41-18
889,경기도 김포시 통진읍 서암리,화수싱그리아,79.3508,202503,22,"17,800",-,2,조강로36번길 12-9
890,경기도 연천군 연천읍 현가리,로하스,84.8659,202503,21,"17,600",101,6,연천로336번길 40-10
891,경기도 연천군 청산면 백의리,백의리아느칸빌,59.3544,202503,21,"6,500",102,3,청창로 677
892,경기도 연천군 신서면 도신리,대광빌라,83.27,202503,20,"5,100",-,1,연신로 1109-27
893,경기도 파주시 법원읍 가야리,안산율곡2차,45.27,202503,20,"7,000",201,7,자운서원로 36-29
894,경기도 의왕시 고천동,영광(101동),63.27,202503,17,"45,000",1,10,당뿌리로 31
895,경기도 평택시 오성면 숙성리,그린빌,83.494,202503,14,"16,750",101,6,숙성1길 14
896,경기도 남양주시 화도읍 가곡리,신마석신도브래뉴,84.99,202503,12,"27,500",102,5,비룡로 321
897,경기도 파주시 법원읍 법원리,율곡3차,43.92,202503,6,"8,500",302,8,자운서원로 36-39
898,경기도 화성시 송산면 사강리,화성사강영도엘리시아,55.16,202503,5,"19,500",1동,10,사강시장길43번길 3
899,경기도 파주시 적성면 마지리,삼산그린빌라(41-6),58.68,202502,18,"5,300",-,4,솥뒤로33번길 26
900,경기도 남양주시 진접읍 팔야리,광릉,55.17,202502,14,"8,000",B,5,금강로 1829-3
901,경기도 평택시 안중읍 안중리,신세계고대광실,86.76,202501,24,"10,000",-,4,안중로131번길 12
902,경기도 이천시 신둔면 도봉리,대신푸른마을,84.42,202501,20,"16,800",103,1,이여로101번길 101-4
903,경기도 평택시 진위면 봉남리,유명,81.62,202501,17,"10,000",-,2,봉남3길 24
904,경기도 가평군 상면 덕현리,청향,166.26,202501,10,"21,000",-,6,광신길 27
905,경기도 화성시 매송면 천천리,삼미A단지,42.145,202501,9,"10,300",가,1,매송고색로422번길 77
906,경기도 용인시 처인구 운학동,운학,78.66,202412,19,"11,500",-,3,호동로 15
907,경기도 포천시 군내면 용정리,포천용정대광로제비앙,59.5972,202411,29,"22,700",104동,22,용정경제로1길 16
908,경기도 가평군 설악면 신천리,어젤리아(102동),59.98,202411,14,"25,000",제1동,11,신천중앙로88번길 19-25
909,경기도 남양주시 화도읍 답내리,남양주월산사랑으로부영2단지,146.7236,202411,13,"44,000",207동,2,경춘로2290번길 1
910,경기도 안성시 신흥동,신흥빌리지,84.82,202410,29,"10,700",-,4,강변로65번길 34-4
911,경기도 가평군 조종면 현리,임성,59.52,202410,26,"6,800",-,3,조종새싹로 53
912,경기도 화성시 봉담읍 수기리,푸른들미103동,115.32,202410,26,"23,000",103,6,쇠틀길 98
913,경기도 화성시 마도면 두곡리,백상화인빌,59.96,202410,19,"16,000",-,9,두곡서길26번길 5
914,경기도 양평군 개군면 하자포리,양평비바체,73.6,202410,15,"17,800",101,13,개군로 485
915,경기도 평택시 안중읍 학현리,광성,49.83,202410,10,"5,000",-,2,안중초롱길 9
916,경기도 용인시 처인구 포곡읍 전대리,수성,70.83,202410,2,"14,700",-,1,전대로 37-12
917,경기도 수원시 팔달구 교동,풍림아이원,53.99,202409,22,"26,800",풍림아이원아파트,3,매산로104번길 10
918,경기도 화성시 장안면 어은리,장안아파트,82.44,202409,13,"7,400",-,3,3.1만세로 127-8
919,경기도 안성시 대덕면 건지리,궁전아파트,164.12,202408,11,"16,000",-,2,건지안골길 44
920,경기도 포천시 가산면 마산리,행복,78.22,202407,15,"13,900",제1,9,가산로 327
