NO,시군구,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,도로명
1,서울특별시 용산구 문배동,이안용산1차(102동),79.63,202506,30,"112,000",-,4,백범로90길 74
2,서울특별시 용산구 도원동,삼성래미안,114.99,202506,30,"160,000",-,2,새창로 70
3,서울특별시 성동구 상왕십리동,텐즈힐(2단지),55.2,202506,30,"127,000",-,4,마장로 137
4,서울특별시 광진구 자양동,한화꿈에그린,138.85,202506,30,"189,000",-,2,뚝섬로24길 74
5,서울특별시 성동구 행당동,행당한진타운,114.62,202506,30,"180,000",-,18,행당로 82
6,서울특별시 광진구 구의동,래미안파크스위트,59.98,202506,30,"134,000",-,9,광나루로 545
7,서울특별시 성동구 금호동3가,두산,124.19,202506,30,"118,000",-,2,동호로 100
8,서울특별시 중구 신당동,약수역더시티,19.06,202506,30,"26,000",-,9,동호로7길 14
9,서울특별시 용산구 신창동,세방리버하이빌,84.54,202506,30,"115,000",-,10,효창원로15길 16
10,서울특별시 용산구 이촌동,래미안첼리투스,124.02,202506,30,"392,500",-,4,이촌로 310
11,서울특별시 용산구 산천동,리버힐삼성,84.98,202506,30,"138,000",-,4,효창원로 17
12,서울특별시 용산구 한강로1가,용산파크자이,99.85,202506,30,"202,000",-,24,한강대로 205
13,서울특별시 중랑구 묵동,이편한세상화랑대,84.956,202506,30,"101,200",-,2,숙선옹주로 45
14,서울특별시 성북구 정릉동,중앙하이츠빌1단지,59.98,202506,30,"64,000",-,17,아리랑로19길 60
15,서울특별시 강북구 미아동,에스케이북한산시티,59.98,202506,30,"62,000",-,5,솔샘로 174
16,서울특별시 성북구 길음동,길음동동부센트레빌(1278-0),59.998,202506,30,"82,500",-,5,숭인로2길 61
17,서울특별시 동대문구 장안동,한신아파트,84.9,202506,30,"65,500",-,9,사가정로 245-3
18,서울특별시 성북구 돈암동,돈암동더샵아파트,84.817,202506,30,"79,500",-,16,아리랑로5길 85
19,서울특별시 중랑구 면목동,사가정센트럴아이파크,59.78,202506,30,"107,500",-,10,동일로92길 40
20,서울특별시 중랑구 신내동,신내우디안1단지,84.79,202506,30,"71,700",-,6,신내역로1길 85
21,서울특별시 성북구 동소문동7가,한신플러스C,59.91,202506,30,"75,500",-,5,동소문로15길 99
22,서울특별시 성북구 안암동3가,대광,61.92,202506,30,"21,500",-,7,안암로9나길 14
23,서울특별시 동대문구 청량리동,홍릉동부,84.91,202506,30,"82,000",-,2,홍릉로10길 48
24,서울특별시 성북구 상월곡동,동아에코빌,59.95,202506,30,"65,550",-,18,장월로1길 28
25,서울특별시 성북구 종암동,종암에스케이,84.72,202506,30,"84,000",-,16,종암로24가길 53
26,서울특별시 성북구 장위동,래미안장위퍼스트하이,59.99,202506,30,"96,800",-,6,한천로 713
27,서울특별시 양천구 신정동,푸른마을3,59.85,202506,30,"61,000",-,12,신정로11길 63
28,서울특별시 서대문구 홍제동,청구1차,84.78,202506,30,"96,000",-,12,통일로 348
29,서울특별시 서대문구 남가좌동,쌍용스윗닷홈,84.98,202506,30,"89,900",-,18,거북골로 91-6
30,서울특별시 마포구 중동,마포중동현대,84.9,202506,30,"95,000",-,17,성암로 91
31,서울특별시 마포구 도화동,정우상가맨션,105.52,202506,30,"130,000",-,7,토정로37길 46
32,서울특별시 강동구 성내동,성내1차e-편한세상,120.46,202506,30,"125,500",-,9,천호대로168길 58
33,서울특별시 강동구 상일동,고덕롯데캐슬베네루체,84.923,202506,30,"149,000",-,3,상암로79길 88
34,서울특별시 송파구 거여동,e편한세상송파파크센트럴,84.97,202506,30,"170,000",-,4,오금로 551
35,서울특별시 강동구 강일동,강일리버파크8단지,84.53,202506,30,"110,000",-,11,아리수로94길 72
36,서울특별시 송파구 문정동,문정래미안,120.97,202506,30,"180,000",-,11,문정로 83
37,서울특별시 송파구 마천동,현대그린빌,59.67,202506,30,"60,000",-,4,마천로 315
38,서울특별시 송파구 장지동,위례2차아이파크,108.1387,202506,30,"190,000",-,17,위례광장로 230
39,서울특별시 강동구 명일동,삼환,84.92,202506,30,"91,000",-,13,고덕로62길 29
40,서울특별시 강동구 길동,삼익파크맨션,62.91,202506,30,"96,000",-,10,명일로 286
41,서울특별시 강동구 천호동,브라운스톤암사아파트,84.97,202506,30,"104,000",-,6,올림픽로92길 61
42,서울특별시 송파구 가락동,헬리오시티,84.97,202506,30,"271,000",-,4,송파대로 345
43,서울특별시 강서구 내발산동,마곡수명산파크5단지,59.76,202506,30,"94,000",-,4,수명로2길 105
44,서울특별시 양천구 목동,목동신시가지7,66.6,202506,30,"235,000",-,4,목동로 212
45,서울특별시 강서구 방화동,방화메이빌,44.8323,202506,30,"46,000",-,7,금낭화로 162
46,서울특별시 금천구 시흥동,남서울힐스테이트,84.786,202506,30,"94,800",-,17,시흥대로 165
47,서울특별시 강서구 화곡동,"대성3,4호(379-58,나동)",68.95,202506,30,"21,800",-,5,가로공원로77길 27
48,서울특별시 구로구 오류동,금강(343),60.054,202506,30,"64,000",-,1,오리로 1197
49,서울특별시 구로구 구로동,한일유앤아이,74.229,202506,30,"59,800",-,1,가마산로 87
50,서울특별시 구로구 온수동,온수힐스테이트,84.97,202506,30,"77,200",-,2,부일로9길 127
51,서울특별시 강서구 등촌동,"등촌1,2단지주공아파트",41.16,202506,30,"59,500",-,11,강서로68길 36
52,서울특별시 강서구 가양동,가양6단지,39.6,202506,30,"42,000",602,3,허준로 175
53,서울특별시 양천구 신월동,신안파크,56.78,202506,30,"37,000",-,4,지양로15길 20
54,서울특별시 도봉구 방학동,금광포란재아파트,59.611,202506,30,"52,500",-,4,도봉로150바길 26
55,서울특별시 노원구 상계동,미라보(성림),60,202506,30,"40,000",-,20,덕릉로127길 25
56,서울특별시 노원구 공릉동,신도1차아파트,81.2768,202506,30,"78,000",-,8,동일로191가길 59
57,서울특별시 노원구 중계동,롯데(505),84.97,202506,30,"81,000",-,8,섬밭로 265
58,서울특별시 은평구 응암동,힐스테이트녹번역,59.99,202506,30,"103,750",107,4,은평로 240
59,서울특별시 은평구 신사동,신사동한신휴플러스,59.76,202506,30,"64,000",-,8,갈현로1길 31
60,서울특별시 도봉구 도봉동,서원,49.77,202506,30,"34,000",-,3,마들로 684-19
61,서울특별시 도봉구 창동,북한산아이파크5차,84.4516,202506,30,"90,300",-,12,도봉로136길 28
62,서울특별시 은평구 수색동,e편한세상 수색 에코포레,59.895,202506,30,"65,000",-,5,은평터널로 65
63,서울특별시 강북구 번동,삼성,59.77,202506,30,"49,500",-,2,도봉로98길 33
64,서울특별시 은평구 증산동,DMC센트럴자이(3단지),84.88,202506,30,"162,500",-,24,수색로 200
65,서울특별시 노원구 월계동,주공2,38.64,202506,30,"29,500",-,9,초안산로1길 18
66,서울특별시 은평구 녹번동,래미안베라힐즈,59.98,202506,30,"104,000",-,9,통일로 630
67,서울특별시 은평구 구산동,대림e-편한세상2,84.618,202506,30,"61,900",-,7,서오릉로21길 48
68,서울특별시 영등포구 문래동3가,문래힐스테이트,119.47,202506,30,"148,800",-,1,문래로 82
69,서울특별시 관악구 봉천동,관악중앙하이츠포레,63.3633,202506,30,"64,800",-,4,장군봉13길 14
70,서울특별시 영등포구 신길동,신길센트럴자이아파트,59.98,202506,30,"147,000",-,8,신길로29길 17
71,서울특별시 영등포구 도림동,도림청구,37.81,202506,30,"37,500",-,12,도영로7길 7
72,서울특별시 동작구 대방동,성원,84.32,202506,30,"140,000",-,22,여의대방로44길 9
73,서울특별시 동작구 사당동,삼성,84.86,202506,30,"96,000",-,4,동작대로35아길 14
74,서울특별시 관악구 신림동,아데나,18,202506,30,"12,400",-,4,신사로 82
75,서울특별시 강남구 역삼동,역삼I'PARK,28.246,202506,30,"84,000",-,9,역삼로 307
76,서울특별시 강남구 개포동,개포주공7단지,53.46,202506,30,"295,000",-,1,개포로 516
77,서울특별시 강남구 세곡동,세곡푸르지오,59.89,202506,30,"140,000",-,13,자곡로 21
78,서울특별시 강남구 압구정동,"현대7차(73~77,82,85동)",157.36,202506,30,"880,000",-,11,압구정로 201
79,서울특별시 강남구 청담동,삼성청담공원아파트,107.22,202506,29,"263,000",-,3,도산대로96길 39
80,서울특별시 서초구 방배동,방배1차현대홈타운,59.94,202506,29,"185,000",-,4,서초대로1길 30
81,서울특별시 강동구 둔촌동,둔촌하이츠,59.79,202506,29,"83,000",-,12,명일로 113
82,서울특별시 강동구 고덕동,고덕그라시움,73.566,202506,29,"195,000",-,11,고덕로 333
83,서울특별시 성북구 하월곡동,꿈의숲푸르지오,59.65,202506,29,"79,000",-,5,오패산로16가길 40
84,서울특별시 성북구 석관동,석관래미안,59.9,202506,29,"76,000",-,2,화랑로 214
85,서울특별시 중랑구 상봉동,상봉듀오트리스,131.8,202506,29,"124,500",-,9,상봉로 131
86,서울특별시 종로구 창신동,창신쌍용2,64.66,202506,29,"62,500",-,3,낙산길 198
87,서울특별시 성동구 금호동1가,벽산,59.9,202506,29,"109,000",-,3,금호로 100
88,서울특별시 성동구 성수동2가,성수우방2차아파트,59.82,202506,29,"93,000",-,9,성수일로10길 3
89,서울특별시 성동구 성수동1가,트리마제,35.4442,202506,29,"202,000",-,9,왕십리로 16
90,서울특별시 종로구 교북동,경희궁자이(4단지),37.2635,202506,29,"89,000",-,8,송월길 155
91,서울특별시 광진구 중곡동,중곡2단지,55.87,202506,29,"48,000",-,3,긴고랑로1길 55
92,서울특별시 은평구 진관동,박석고개1단지힐스테이트(101~111동)BL2-12,59.85,202506,29,"87,000",-,7,진관1로 21-9
93,서울특별시 마포구 하중동,한강밤섬자이,168.15,202506,29,"332,500",-,13,토정로 158
94,서울특별시 서대문구 연희동,대림,84.74,202506,29,"71,000",-,2,연희로32길 20
95,서울특별시 서대문구 홍은동,"현대(1,2차)",84.77,202506,29,"78,000",-,6,연희로 377
96,서울특별시 동작구 상도동,힐스테이트 상도 센트럴파크,84.6099,202506,29,"149,000",-,1,상도로 346-1
97,서울특별시 영등포구 대림동,e편한세상영등포아델포레,59.968,202506,29,"107,500",-,13,신길로 29
98,서울특별시 강서구 마곡동,마곡엠밸리6단지,84.88,202506,29,"160,000",-,15,마곡서1로 100
99,서울특별시 금천구 독산동,e편한세상독산더타워,59.8637,202506,29,"72,000",-,8,범안로 1212
100,서울특별시 강서구 염창동,동아,59.97,202506,29,"70,500",-,1,양천로69길 58
101,서울특별시 구로구 개봉동,현대,84.99,202506,29,"85,500",-,5,개봉로20길 6
102,서울특별시 노원구 하계동,우성,127.22,202506,29,"124,000",-,6,섬밭로 232
103,서울특별시 종로구 무악동,현대,84.92,202506,28,"134,950",-,10,통일로 246-20
104,서울특별시 성동구 옥수동,현대,71.05,202506,28,"158,000",-,2,독서당로40길 25
105,서울특별시 성동구 하왕십리동,왕십리KCC스위첸,84.897,202506,28,"130,000",-,13,무학봉길 35
106,서울특별시 성동구 응봉동,대림강변타운,59.76,202506,28,"126,500",-,10,고산자로 160
107,서울특별시 성동구 금호동4가,서울숲2차푸르지오,84.776,202506,28,"180,000",-,1,금호로 17
108,서울특별시 광진구 광장동,청구,84.86,202506,28,"167,000",-,13,아차산로 503-23
109,서울특별시 종로구 사직동,광화문스페이스본(101동~105동),146.92,202506,28,"198,000",-,7,사직로8길 4
110,서울특별시 성동구 송정동,건영,59.21,202506,28,"78,800",-,19,동일로 263
111,서울특별시 송파구 오금동,쌍용스윗닷홈1단지,84.94,202506,28,"132,500",-,12,양재대로72길 42
112,서울특별시 강남구 수서동,신동아,39.51,202506,28,"118,000",-,15,광평로47길 17
113,서울특별시 서초구 서초동,서초2차e-편한세상,84.67,202506,28,"196,500",-,4,효령로49길 57
114,서울특별시 송파구 잠실동,잠실엘스,84.8,202506,28,"320,000",-,7,올림픽로 99
115,서울특별시 동대문구 휘경동,주공2,39.98,202506,28,"50,000",-,12,한천로 248
116,서울특별시 동대문구 이문동,대림e-편한세상,79.35,202506,28,"93,000",-,10,한천로63길 10
117,서울특별시 동대문구 전농동,620-47(롯데캐슬L-65),84.971,202506,28,"174,000",-,11,답십리로 27
118,서울특별시 동대문구 회기동,베라체캠퍼스,24.319,202506,28,"25,700",-,5,이문로 37
119,서울특별시 동대문구 답십리동,답십리대우,59.76,202506,28,"82,000",-,12,답십리로41길 33
120,서울특별시 중랑구 망우동,금호어울림(580),84.93,202506,28,"67,700",-,3,양원역로 18
121,서울특별시 구로구 항동,하버라인3단지,59.94,202506,28,"66,000",-,2,항동로 43
122,서울특별시 구로구 신도림동,우성3,84.75,202506,28,"102,000",-,7,신도림로21길 25
123,서울특별시 구로구 고척동,고척파크푸르지오,59.89,202506,28,"90,000",-,7,중앙로 121
124,서울특별시 서대문구 충정로3가,우리유앤미,84.73,202506,28,"107,000",-,14,경기대로 26-7
125,서울특별시 마포구 성산동,성산시영(선경),50.54,202506,28,"121,000",-,7,월드컵북로 235
126,서울특별시 마포구 상암동,상암월드컵파크5단지,104.69,202506,28,"145,000",-,19,상암산로1길 52
127,서울특별시 마포구 신공덕동,신공덕1차삼성래미안1아파트,84.9,202506,28,"145,000",-,3,백범로37길 12
128,서울특별시 마포구 망원동,대림2,84.73,202506,28,"116,500",-,3,망원로1길 27
129,서울특별시 마포구 신수동,신촌숲아이파크,111.024,202506,28,"265,000",-,23,광성로 17
130,서울특별시 영등포구 양평동5가,양평한신,59.94,202506,28,"94,200",-,3,양평로24길 9
131,서울특별시 영등포구 여의도동,순복음(초원),66.94,202506,28,"110,000",-,3,국회대로76가길 11
132,서울특별시 영등포구 문래동5가,문래현대5차,84.79,202506,28,"81,500",-,7,선유서로9길 5
133,서울특별시 영등포구 당산동,강변래미안,108.15,202506,27,"158,000",-,5,버드나루로 130
134,서울특별시 영등포구 양평동2가,삼성래미안,84.69,202506,27,"105,000",-,8,영등포로3길 9
135,서울특별시 영등포구 양평동1가,한신공영,59.98,202506,27,"83,200",-,10,영등포로12길 7
136,서울특별시 영등포구 당산동4가,당산삼성2차,84.93,202506,27,"129,000",-,21,당산로36길 12
137,서울특별시 영등포구 문래동6가,문래베어스타운,59.95,202506,27,"83,500",-,14,선유서로 40
138,서울특별시 동작구 동작동,이수힐스테이트,108.3358,202506,27,"218,500",-,3,동작대로39길 22
139,서울특별시 영등포구 양평동6가,한솔,59.28,202506,27,"74,500",-,11,양평로30길 51
140,서울특별시 영등포구 당산동5가,성원,84.96,202506,27,"110,000",-,2,양평로 57
141,서울특별시 영등포구 양평동4가,삼호한숲,59.9,202506,27,"90,000",-,10,선유로47길 34
142,서울특별시 영등포구 당산동3가,쌍용예가클래식,68.27,202506,27,"109,000",-,7,당산로31길 32
143,서울특별시 동작구 신대방동,신동아파밀리에,84.9636,202506,27,"105,200",-,5,여의대방로10길 100
144,서울특별시 영등포구 영등포동7가,아크로타워스퀘어,84.75,202506,27,"177,000",-,19,국회대로54길 10
145,서울특별시 영등포구 영등포동8가,삼환,59.91,202506,27,"104,000",-,8,영중로 145
146,서울특별시 강남구 도곡동,현대비젼21,33.1,202506,27,"39,700",-,14,언주로30길 10
147,서울특별시 강남구 자곡동,강남자곡 힐스테이트,74.8,202506,27,"115,000",-,3,자곡로3길 21
148,서울특별시 서초구 반포동,래미안원베일리,84.98,202506,27,"720,000",-,12,반포대로 333
149,서울특별시 강남구 일원동,우성7,84.06,202506,27,"300,000",-,5,개포로110길 15
150,서울특별시 서초구 잠원동,신반포16,83.12,202506,27,"383,000",-,2,잠원로 157
151,서울특별시 강남구 삼성동,삼성동힐스테이트 1단지,84.349,202506,27,"335,000",-,8,학동로68길 29
152,서울특별시 서초구 신원동,서초포레스타6단지,59.98,202506,27,"150,000",606,7,청계산로9길 1-12
153,서울특별시 강남구 대치동,포스코더샵,139.54,202506,27,"368,000",-,5,삼성로 417
154,서울특별시 관악구 남현동,삼성홈타운,84.57,202506,27,"70,000",-,3,승방3나길 2
155,서울특별시 서초구 우면동,서초호반써밋,101.0482,202506,27,"179,500",-,3,양재대로2길 109
156,서울특별시 성동구 금호동2가,래미안하이리버,59.99,202506,27,"164,000",-,19,금호로 107
157,서울특별시 종로구 평동,경희궁자이(3단지),84.8359,202506,27,"245,000",-,13,경교장길 35
158,서울특별시 용산구 서빙고동,신동아,95.66,202506,27,"326,000",-,1,이촌로 347
159,서울특별시 용산구 효창동,용산롯데캐슬센터포레,84.9204,202506,27,"230,000",-,21,백범로 313
160,서울특별시 광진구 화양동,테라팰리스건대1차,39.87,202506,27,"55,000",-,7,아차산로25길 60
161,서울특별시 성동구 마장동,신성미소지움,59.96,202506,27,"88,500",-,3,마장로39길 43
162,서울특별시 동대문구 용두동,용두두산위브,59.99,202506,27,"100,250",-,10,정릉천동로 16
163,서울특별시 도봉구 쌍문동,금호1,36.36,202506,27,"24,700",-,1,해등로26길 20
164,서울특별시 은평구 대조동,주주베에이,13.56,202506,27,"10,000",-,5,통일로67길 9
165,서울특별시 은평구 불광동,북한산힐스테이트7차,59.981,202506,27,"95,000",-,17,통일로 796
166,서울특별시 강동구 암사동,롯데캐슬퍼스트,112.11,202506,27,"175,000",-,6,고덕로 131
167,서울특별시 송파구 송파동,금강KCC,84.33,202506,27,"122,500",-,6,송이로 27-1
168,서울특별시 송파구 방이동,올림픽선수기자촌3단지,83.06,202506,27,"265,000",-,19,양재대로 1218
169,서울특별시 송파구 풍납동,현대1,83.02,202506,27,"145,000",-,12,올림픽로 525
170,서울특별시 송파구 신천동,파크리오,84.79,202506,27,"274,000",-,15,올림픽로 435
171,서울특별시 서대문구 영천동,독립문삼호,114.63,202506,27,"124,000",-,10,독립문로 10
172,서울특별시 마포구 상수동,래미안밤섬리베뉴Ⅱ,84.92,202506,27,"205,000",-,10,독막로20나길 21
173,서울특별시 마포구 창전동,마포웨스트리버태영데시앙,84.785,202506,27,"170,000",-,7,서강로3길 32
174,서울특별시 서대문구 북가좌동,DMC한양,65.34,202506,27,"50,000",-,12,응암로 28
175,서울특별시 마포구 현석동,래미안웰스트림,59.96,202506,27,"190,000",-,20,토정로18길 11
176,서울특별시 서대문구 북아현동,힐스테이트신촌,84.9557,202506,27,"180,000",-,20,이화여대8길 123
177,서울특별시 마포구 아현동,마포래미안푸르지오2단지,114.588,202506,27,"284,000",-,6,마포대로 195
178,서울특별시 마포구 용강동,마포용강삼성래미안,84.2,202506,27,"200,000",-,10,큰우물로 28
179,서울특별시 마포구 공덕동,마포현대,59.95,202506,27,"112,000",-,2,마포대로11길 84
180,서울특별시 마포구 염리동,염리삼성래미안,59.76,202506,27,"136,500",-,14,백범로25길 63
181,서울특별시 마포구 노고산동,현대벤처빌,34.64,202506,27,"27,500",-,3,백범로 10
182,서울특별시 성북구 삼선동2가,삼선현대힐스테이트,114.86,202506,27,"86,700",-,1,낙산길 243-15
183,서울특별시 강서구 공항동,공항동부센트레빌,118.21,202506,27,"91,000",-,2,남부순환로 11
184,서울특별시 영등포구 영등포동,영등포푸르지오,73.133,202506,26,"119,800",-,19,도신로29길 28
185,서울특별시 은평구 갈현동,효민아크로뷰,36.95,202506,26,"49,800",-,10,통일로 871
186,서울특별시 영등포구 당산동2가,당산대우,31.73,202506,26,"39,500",-,21,영등포로 106
187,서울특별시 동작구 노량진동,우성,84.96,202506,26,"128,500",-,11,만양로8길 50
188,서울특별시 영등포구 양평동3가,양평현대6차,84.92,202506,26,"118,000",-,23,선유로 207
189,서울특별시 종로구 당주동,세종,91.46,202506,26,"88,000",-,10,세종대로23길 54
190,서울특별시 용산구 원효로4가,산호,40.46,202506,26,"140,000",-,2,원효로 66
191,서울특별시 용산구 신계동,용산e편한세상,84.21,202506,26,"213,000",-,7,원효로 216
192,서울특별시 종로구 연건동,이화에수풀,19.86,202506,26,"24,000",-,13,대학로 47
193,서울특별시 중구 황학동,한양I-Class,16.37,202506,26,"13,300",-,17,난계로 173
194,서울특별시 종로구 숭인동,롯데캐슬천지인,84.95,202506,26,"112,000",-,15,종로 347
195,서울특별시 종로구 평창동,밀레니엄,102.96,202506,26,"62,500",-,4,평창12길 14-4
196,서울특별시 중랑구 중화동,범양프레체,17.94,202506,26,"11,500",-,15,중랑천로14길 58
197,서울특별시 성북구 안암동1가,안암동삼성래미안,59.6983,202506,26,"77,000",-,10,고려대로17가길 64
198,서울특별시 서대문구 현저동,독립문극동(200-0),84.87,202506,26,"115,000",-,7,독립문공원길 17
199,서울특별시 서대문구 천연동,반석블레스포레,84.97,202506,25,"102,000",-,6,독립문로8길 27
200,서울특별시 마포구 대흥동,대흥동태영아파트,114.93,202506,25,"210,000",-,25,독막로 266
201,서울특별시 강남구 신사동,로데오현대,55.08,202506,25,"122,000",-,11,압구정로50길 28
202,서울특별시 중구 충무로4가,진양상가,107.9,202506,25,"89,900",-,8,퇴계로 217
203,서울특별시 중구 만리동2가,서울역센트럴자이,84.972,202506,25,"199,000",-,12,만리재로 175
204,서울특별시 성북구 보문동6가,보문파크뷰자이,72.97,202506,25,"107,000",-,7,보문사길 111
205,서울특별시 영등포구 당산동1가,신동아파밀리에,59.4,202506,24,"91,000",-,10,영신로33길 3
206,서울특별시 동작구 본동,삼성래미안,84.2261,202506,24,"130,000",-,15,매봉로 123
207,서울특별시 마포구 마포동,마포쌍용황금아파트,59.9,202506,24,"112,000",-,7,마포대로4라길 30
208,서울특별시 중구 정동,삼정아트테라스정동,18.6574,202506,24,"36,900",-,6,서소문로 89-20
209,서울특별시 동대문구 제기동,안암골벽산,116.69,202506,24,"94,000",-,8,약령시로 25
210,서울특별시 강남구 논현동,신동아(22),84.52,202506,24,"198,000",-,13,강남대로146길 28
211,서울특별시 서대문구 대현동,신촌럭키,83.38,202506,23,"100,000",-,1,이화여대길 50-12
212,서울특별시 성북구 삼선동4가,코오롱,59.94,202506,23,"71,500",-,17,삼선교로23길 23
213,서울특별시 동작구 흑석동,한강현대,114.44,202506,23,"250,000",-,3,현충로 151
214,서울특별시 은평구 역촌동,청운퀸즈,76.705,202506,23,"49,500",-,3,연서로 27
215,서울특별시 강북구 우이동,대우,84.93,202506,23,"62,000",-,1,삼양로149길 45
216,서울특별시 용산구 한남동,현대하이페리온,203.76,202506,23,"510,000",-,8,서빙고로 413
217,서울특별시 중구 만리동1가,LIG서울역리가,84.9866,202506,22,"144,000",-,9,만리재로33길 21
218,서울특별시 성북구 보문동3가,이편한세상보문,84.904,202506,22,"99,000",-,9,낙산길 255
219,서울특별시 성북구 동소문동4가,송산아파트,58.59,202506,22,"57,800",-,10,동소문로3길 101
220,서울특별시 서대문구 냉천동,동부센트레빌,59.86,202506,22,"78,500",-,4,독립문로14길 74
221,서울특별시 서초구 내곡동,서초더샵포레,84.81,202506,21,"145,500",-,4,헌릉로8길 58
222,서울특별시 용산구 이태원동,남산대림,59.92,202506,21,"149,000",-,1,녹사평대로 254
223,서울특별시 마포구 신정동,서강GS,114.87,202506,21,"180,000",-,13,창전로 26
224,서울특별시 마포구 합정동,두영이지안101동,84.87,202506,21,"109,500",-,5,토정로 67
225,서울특별시 금천구 가산동,덕산,59.97,202506,21,"42,000",-,7,시흥대로151길 45
226,서울특별시 중구 중림동,브라운스톤서울,117.742,202506,20,"159,500",-,21,청파로 464
227,서울특별시 성북구 보문동1가,보문리슈빌하우트,59.7918,202506,20,"110,000",-,11,보문로26길 17
228,서울특별시 영등포구 문래동2가,남성,58.52,202506,20,"75,000",-,14,경인로77길 21
229,서울특별시 용산구 한강로3가,센트럴파크,114.8905,202506,19,"385,000",-,25,서빙고로 17
230,서울특별시 마포구 서교동,메세나폴리스,122.867,202506,19,"259,000",-,21,양화로 45
231,서울특별시 구로구 천왕동,천왕이펜하우스1단지,59.94,202506,18,"74,900",-,11,천왕로 91
232,서울특별시 성동구 도선동,삼성쉐르빌,84.93,202506,18,"109,000",-,16,무학로6길 50
233,서울특별시 성동구 홍익동,청계대주파크빌,84.98,202506,18,"92,000",-,9,무학로12길 11
234,서울특별시 중구 남창동,경서,37.69,202506,18,"31,000",-,6,퇴계로2길 15-6
235,서울특별시 동대문구 신설동,포레스트힐시티,15.88,202506,18,"15,900",-,18,청계천로 443
236,서울특별시 송파구 석촌동,현대(201),48,202506,18,"41,000",-,7,가락로3길 3-11
237,서울특별시 마포구 토정동,한강삼성,84.96,202506,17,"164,000",-,7,토정로32길 11
238,서울특별시 강북구 수유동,한원힐트리움수유,27.39,202506,17,"24,800",-,8,노해로 104
239,서울특별시 종로구 익선동,현대뜨레비앙,48.54,202506,17,"49,800",-,6,돈화문로11가길 59
240,서울특별시 광진구 군자동,일성파크,84.96,202506,17,"87,200",-,1,군자로12길 46
241,서울특별시 성북구 보문동4가,보문하우스토리,117.169,202506,17,"105,000",-,9,고려대로2길 37
242,서울특별시 서초구 양재동,우성KBS(113동),84.69,202506,16,"152,000",-,9,바우뫼로 91
243,서울특별시 성동구 용답동,중앙하이츠,59.74,202506,15,"82,000",-,10,용답중앙27길 10
244,서울특별시 종로구 홍파동,경희궁자이(2단지),101.9914,202506,14,"283,000",-,16,송월길 99
245,서울특별시 종로구 신영동,구암하이빌,84.94,202506,14,"47,000",-,3,세검정로6다길 11-1
246,서울특별시 중구 입정동,힐스테이트세운센트럴1단지,49.9668,202506,14,"113,000",-,23,을지로15길 31
247,서울특별시 성북구 삼선동3가,삼선에스케이뷰,84.95,202506,14,"128,000",-,11,삼선교로16길 35
248,서울특별시 동작구 상도1동,장원빌리지,60.48,202506,13,"43,000",-,3,상도로47길 116-4
249,서울특별시 종로구 부암동,별빛고운,100.69,202506,12,"69,000",-,3,창의문로10길 29
250,서울특별시 마포구 연남동,휴먼,80.91,202506,11,"61,000",-,6,연남로9길 20
251,서울특별시 중구 인현동2가,인현상가/신성아파트,52.1,202506,9,"44,900",-,6,마른내로 72
252,서울특별시 중구 묵정동,묵정,52.46,202506,8,"53,000",-,5,서애로1길 34
253,서울특별시 성동구 사근동,중앙하이츠,71.85,202506,7,"72,600",101,14,사근동길 65
254,서울특별시 용산구 용산동5가,용산파크타워(24-0),131.53,202506,4,"330,000",-,19,서빙고로 67
255,서울특별시 영등포구 영등포동1가,여의도더리브스타일,30.2696,202506,4,"49,900",-,20,경인로 900
256,서울특별시 용산구 후암동,명남아띠팰리스,76.27,202506,2,"110,000",-,3,후암로16나길 20
257,서울특별시 서대문구 창천동,하이펠리스,99,202505,31,"75,000",-,3,연희로2안길 7-22
258,서울특별시 용산구 원효로3가,용산소미글로벌리버파크,18.69,202505,31,"45,000",-,16,원효로 111
259,서울특별시 중구 흥인동,동대문와이즈캐슬,15.55,202505,31,"15,000",-,10,퇴계로75길 7
260,서울특별시 송파구 삼전동,한양,79.05,202505,31,"66,000",-,4,삼전로4길 4-28
261,서울특별시 영등포구 영등포동2가,여의도리미티오148,38.441,202505,30,"60,000",-,4,버드나루로 5
262,서울특별시 중구 순화동,순화동더샵,84.99,202505,30,"123,000",-,16,칠패로 27
263,서울특별시 종로구 내수동,경희궁의아침3단지,174.55,202505,30,"220,000",-,15,사직로8길 34
264,서울특별시 중구 충무로5가,충무로엘크루메크로시티2차,35.57,202505,30,"33,500",-,7,퇴계로49길 14
265,서울특별시 영등포구 영등포동5가,현대프라자,59.96,202505,28,"57,800",-,13,양산로 214
266,서울특별시 용산구 한강로2가,용산파크e-편한세상,84.67,202505,27,"155,000",-,2,한강대로53길 16
267,서울특별시 영등포구 문래동4가,문래동삼환,59.85,202505,26,"80,000",-,14,도림로143길 32
268,서울특별시 서대문구 합동,에스케이뷰,84.909,202505,25,"133,000",-,12,서소문로 43-8
269,서울특별시 성북구 보문동2가,광남캐스빌,52.42,202505,21,"30,000",-,6,보문로27길 12
270,서울특별시 성북구 동소문동5가,돈암동일하이빌,84.958,202505,16,"92,000",-,22,보문로38길 11
271,서울특별시 종로구 명륜2가,아남1,84.8,202505,14,"105,000",제101,1,창경궁로 265
272,서울특별시 용산구 원효로1가,용산더프라임,55.989,202505,12,"113,500",주거,3,원효로90길 11
